marker	chr	pos	bp
JAX00286744	10	17.7338	31706671
JAX00286746	10	17.7355	31709644
JAX00286747	10	17.7368	31711863
JAX00286751	10	17.7449	31725938
JAX00286752	10	17.7450	31726041
JAX00286762	10	17.7824	31790784
JAX00286765	10	17.7861	31797142
JAX00286778	10	17.8491	31906133
JAX00286779	10	17.8492	31906262
JAX00286781	10	17.8714	31944676
JAX00286786	10	17.8858	31969635
JAX00016489	10	17.9375	32059037
JAX00286800	10	17.9671	32110234
JAX00286802	10	17.9693	32113981
JAX00286803	10	17.9746	32123094
JAX00286804	10	17.9818	32135685
JAX00016496	10	17.9953	32159002
JAX00016497	10	17.9953001	32159025
JAX00286807	10	17.9957	32159731
JAX00016501	10	18.0289	32217003
JAX00286812	10	18.0392	32234871
JAX00286813	10	18.0393	32235070
JAX00016504	10	18.0539	32260354
JAX00016506	10	18.0545	32261370
JAX00286820	10	18.0586	32268407
JAX00286824	10	18.0688	32286019
JAX00286827	10	18.0725	32292497
JAX00016507	10	18.0749	32296604
JAX00286829	10	18.0859	32315682
JAX00286830	10	18.0866	32316896
JAX00286832	10	18.1053	32349281
JAX00286833	10	18.1053001	32349301
JAX00286835	10	18.1114	32359713
JAX00016513	10	18.1251	32383487
JAX00016514	10	18.1251001	32383543
JAX00286841	10	18.1281	32388630
JAX00286845	10	18.1705	32461964
JAX00195043	10	18.1724	32465351
JAX00286851	10	18.2002	32513406
JAX00286852	10	18.2003	32513503
JAX00286854	10	18.2004	32513758
JAX00286856	10	18.2058	32523052
JAX00016527	10	18.2148	32538546
JAX00016528	10	18.2409	32583826
JAX00286868	10	18.2890	32666908
JAX00286869	10	18.2910	32670481
JAX00016541	10	18.3367	32749414
JAX00286872	10	18.3487	32770255
JAX00016545	10	18.3551	32781283
JAX00286875	10	18.3553	32781671
JAX00286876	10	18.3652	32798794
JAX00286877	10	18.3683	32804111
JAX00195045	10	18.3746	32815039
JAX00195046	10	18.3747	32815239
JAX00016549	10	18.3999	32858774
JAX00286886	10	18.4057	32868830
JAX00286889	10	18.4076	32872152
JAX00016557	10	18.4462	32938809
JAX00016559	10	18.4692	32978570
JAX00286902	10	18.4945	33022446
JAX00286904	10	18.4947	33022837
JAX00286907	10	18.5013	33034117
JAX00016565	10	18.5129	33054273
JAX00195053	10	18.5280	33080287
JAX00286913	10	18.5309	33085334
JAX00286915	10	18.5465	33112402
JAX00016571	10	18.5629	33140685
JAX00286923	10	18.5792	33168849
JAX00286924	10	18.5798	33169879
JAX00016575	10	18.5917	33190503
JAX00286926	10	18.5988	33202783
JAX00286927	10	18.6003	33205491
JAX00016578	10	18.6178	33235711
JAX00016581	10	18.6382	33271025
JAX00286944	10	18.6768	33337798
JAX00286945	10	18.6772	33338371
JAX00286949	10	18.6872	33355717
JAX00016589	10	18.7087	33392884
JAX00016591	10	18.7254	33421762
JAX00016592	10	18.7254001	33421844
JAX00016596	10	18.7483	33461454
JAX00286955	10	18.7522	33468198
JAX00195062	10	18.7623	33485627
JAX00286957	10	18.7810	33517999
JAX00016604	10	18.8179	33581820
JAX00286958	10	18.8181	33582137
JAX00286961	10	18.8262	33596089
JAX00286962	10	18.8287	33600392
JAX00286964	10	18.8342	33609952
JAX00286973	10	18.8490	33669974
JAX00286978	10	18.8490001	33680855
JAX00016612	10	18.8490002	33698994
JAX00286981	10	18.8490003	33721938
JAX00016618	10	18.8490004	33778098
JAX00286986	10	18.8490005	33795138
JAX00286988	10	18.8490006	33829254
JAX00016626	10	18.8490007	33859003
JAX00286989	10	18.8490008	33862240
JAX00286995	10	18.8490009	33890339
JAX00016628	10	18.849001	33898950
JAX00286997	10	18.8490011	33903592
JAX00286999	10	18.8490012	33962731
JAX00016635	10	18.8490013	33982603
JAX00016637	10	18.8490014	34021427
JAX00287004	10	18.8490015	34023379
JAX00287006	10	18.8490016	34030025
JAX00016641	10	18.8490017	34058168
JAX00287009	10	18.8490018	34060264
JAX00195071	10	18.8490019	34075010
JAX00287011	10	18.849002	34083502
JAX00287012	10	18.8490021	34092772
JAX00287013	10	18.8490022	34093753
JAX00287018	10	18.8490023	34171062
JAX00016652	10	18.8536	34223473
JAX00016653	10	18.8536001	34223710
JAX00287024	10	18.8539	34224808
JAX00016656	10	18.8631	34265514
JAX00287027	10	18.8655	34275740
JAX00287028	10	18.8655001	34276030
JAX00287029	10	18.8657	34276607
JAX00287030	10	18.8662	34278949
JAX00016657	10	18.8695	34293351
JAX00016658	10	18.8707	34299035
JAX00287032	10	18.8710	34300272
JAX00016659	10	18.8712	34301074
JAX00016660	10	18.8770	34326751
JAX00016661	10	18.8805	34341961
JAX00287035	10	18.8833	34354550
JAX00287036	10	18.8857	34365088
JAX00016665	10	18.8897	34382488
JAX00287039	10	18.8917	34391415
JAX00287040	10	18.8926	34395315
JAX00016667	10	18.8998	34426937
JAX00287041	10	18.9055	34452430
JAX00016672	10	18.9161	34499025
JAX00287048	10	18.9173	34504127
JAX00287049	10	18.9215	34522859
JAX00016675	10	18.9247	34536861
JAX00287053	10	18.9309	34564221
JAX00016681	10	18.9439	34621249
JAX00016683	10	18.9448	34625228
JAX00016684	10	18.9522	34658185
JAX00016685	10	18.9522001	34658202
JAX00016686	10	18.9523	34658383
JAX00195083	10	18.9535	34663815
JAX00287061	10	18.9555	34672423
JAX00016688	10	18.9616	34699261
JAX00287068	10	18.9737	34752627
JAX00287075	10	18.9831	34794191
JAX00287081	10	18.9906	34827323
JAX00287083	10	18.9908	34827928
JAX00287086	10	18.9976	34857875
JAX00016700	10	18.9976001	34858164
JAX00287095	10	19.0324	35011514
JAX00287097	10	19.0357	35025788
JAX00287098	10	19.0370	35031647
JAX00195095	10	19.0426	35056548
JAX00287102	10	19.0436	35060993
JAX00287103	10	19.0436001	35061016
JAX00016717	10	19.0533	35103337
JAX00287112	10	19.0603	35134367
JAX00287114	10	19.0608	35136585
JAX00016726	10	19.0793	35218211
JAX00287127	10	19.0876	35254782
JAX00016729	10	19.0889	35260652
JAX00016735	10	19.1069	35339902
JAX00016736	10	19.1076	35342690
JAX00287135	10	19.1126	35364685
JAX00287136	10	19.1127	35365109
JAX00016740	10	19.1174	35386135
JAX00195100	10	19.1183	35390055
JAX00195101	10	19.1183001	35390145
JAX00287137	10	19.1315	35448283
JAX00287138	10	19.1321	35451025
JAX00287139	10	19.1327	35453356
JAX00016741	10	19.1335	35456806
JAX00016743	10	19.1335001	35457075
JAX00287142	10	19.1380	35476961
JAX00287144	10	19.1385	35479236
JAX00016748	10	19.1520	35538698
JAX00287153	10	19.1667	35603496
JAX00016753	10	19.1723	35628097
JAX00016755	10	19.1725	35628677
JAX00287154	10	19.1775	35650894
JAX00195104	10	19.1817	35669521
JAX00016760	10	19.1874	35694354
JAX00016761	10	19.1895	35703939
JAX00287157	10	19.1971	35737124
JAX00016763	10	19.1974	35738585
JAX00195111	10	19.2204	35843203
JAX00016772	10	19.2233	35856598
JAX00016773	10	19.2233001	35856645
JAX00287171	10	19.2266	35871751
JAX00287175	10	19.2370	35919152
JAX00016779	10	19.2412	35938580
JAX00195112	10	19.2497	35977232
JAX00287179	10	19.2520	35988031
JAX00287181	10	19.2524	35989745
JAX00195114	10	19.2524001	35989963
JAX00287183	10	19.2543	35998356
JAX00287187	10	19.2567	36009427
JAX00016784	10	19.2601	36025188
JAX00287189	10	19.2710	36074943
JAX00287190	10	19.2710001	36075099
JAX00195116	10	19.2713	36076304
JAX00195117	10	19.2714	36076652
JAX00287192	10	19.2754	36095175
JAX00195118	10	19.2771	36103082
JAX00016792	10	19.2851	36139724
JAX00016794	10	19.2857	36142347
JAX00287196	10	19.2889	36157200
JAX00016796	10	19.2947	36180589
JAX00016797	10	19.2956	36183644
JAX00195123	10	19.3050	36216114
JAX00287200	10	19.3121	36240900
JAX00287208	10	19.3181	36261734
JAX00287214	10	19.3298	36302332
JAX00016804	10	19.3328	36312628
JAX00016805	10	19.3328001	36312704
JAX00287215	10	19.3356	36322477
JAX00016807	10	19.3401	36338015
JAX00287217	10	19.3526	36381401
JAX00195126	10	19.3559	36392685
JAX00287218	10	19.3638	36420195
JAX00016814	10	19.3639	36420499
JAX00287225	10	19.3709	36444731
JAX00287226	10	19.3710	36445141
JAX00195128	10	19.3730	36452023
JAX00287227	10	19.3770	36465780
JAX00016818	10	19.3799	36475925
JAX00195129	10	19.3814	36480987
JAX00016820	10	19.3867	36499498
JAX00016822	10	19.3965	36533255
JAX00016827	10	19.4097	36579294
JAX00287239	10	19.4119	36586799
JAX00016833	10	19.4320	36656539
JAX00287246	10	19.4326	36658539
JAX00287248	10	19.4379	36676862
JAX00287250	10	19.4386	36679180
JAX00287251	10	19.4386001	36679419
JAX00287252	10	19.4417	36690001
JAX00016836	10	19.4424	36692610
JAX00016838	10	19.4552	36736880
JAX00016839	10	19.4553	36737309
JAX00287262	10	19.4701	36788572
JAX00287265	10	19.4724	36796493
JAX00287269	10	19.4829	36832725
JAX00016844	10	19.4831	36833648
JAX00016845	10	19.4832	36833800
JAX00016846	10	19.4865	36845309
JAX00287272	10	19.4869	36846691
JAX00287273	10	19.4888	36853320
JAX00287277	10	19.4991	36889165
JAX00287279	10	19.5000	36892163
JAX00287280	10	19.5004	36893415
JAX00016850	10	19.5014	36896905
JAX00287283	10	19.5098	36926150
JAX00287287	10	19.5180	36954523
JAX00287290	10	19.5205	36963067
JAX00287292	10	19.5252	36979670
JAX00287295	10	19.5279	36988779
JAX00287296	10	19.5282	36989950
JAX00287299	10	19.5321	37003557
JAX00287300	10	19.5328	37005931
JAX00287302	10	19.5422	37038307
JAX00287305	10	19.5435	37042905
JAX00287306	10	19.5438	37044001
JAX00287308	10	19.5455	37049884
JAX00287309	10	19.5455001	37049910
JAX00287310	10	19.5455002	37050006
JAX00287311	10	19.5457	37050673
JAX00287312	10	19.5473	37055982
JAX00016861	10	19.5473001	37056093
JAX00195139	10	19.5485	37060138
JAX00287314	10	19.5521	37072856
JAX00287315	10	19.5527	37074981
JAX00287316	10	19.5528	37075202
JAX00287319	10	19.5593	37097653
JAX00016866	10	19.5604	37101673
JAX00195140	10	19.5624	37108457
JAX00195141	10	19.5624001	37108588
JAX00016867	10	19.5710	37138227
JAX00287322	10	19.5714	37139486
JAX00287323	10	19.5734	37146453
JAX00016871	10	19.5845	37185177
JAX00195145	10	19.5902	37204904
JAX00016875	10	19.5957	37223735
JAX00287327	10	19.5979	37231602
JAX00287328	10	19.6018	37244975
JAX00287329	10	19.6019	37245366
JAX00287335	10	19.6149	37290500
JAX00016879	10	19.6178	37300556
JAX00287338	10	19.6199	37307664
JAX00287339	10	19.6199001	37307749
JAX00287340	10	19.6223	37316188
JAX00287343	10	19.6286	37338041
JAX00287349	10	19.6378	37369680
JAX00016889	10	19.6486	37407283
JAX00287354	10	19.6618	37452971
JAX00016893	10	19.6645	37462510
JAX00287355	10	19.6659	37467280
JAX00287360	10	19.6711	37485409
JAX00287361	10	19.6713	37485769
JAX00287362	10	19.6717	37487449
JAX00016897	10	19.6829	37525978
JAX00287364	10	19.6863	37537875
JAX00287366	10	19.6899	37550503
JAX00287367	10	19.6905	37552492
JAX00287369	10	19.6907	37553225
JAX00287370	10	19.6915	37555831
JAX00016900	10	19.6961	37571813
JAX00287372	10	19.6963	37572552
JAX00287382	10	19.7176	37646282
JAX00287384	10	19.7191	37651749
JAX00287387	10	19.7235	37666774
JAX00287390	10	19.7240	37668433
JAX00287392	10	19.7265	37677172
JAX00287394	10	19.7265001	37677422
JAX00287397	10	19.7329	37699403
JAX00287399	10	19.7331	37700230
JAX00016910	10	19.7333	37700833
JAX00016911	10	19.7334	37701069
JAX00287401	10	19.7458	37744056
JAX00287403	10	19.7466	37746866
JAX00016915	10	19.7536	37771312
JAX00016918	10	19.7656	37812786
JAX00195158	10	19.7681	37821500
JAX00016920	10	19.7698	37827212
JAX00287423	10	19.7757	37847696
JAX00016924	10	19.7869	37886476
JAX00287436	10	19.7990	37928414
JAX00287439	10	19.8010	37935364
JAX00016928	10	19.8021	37939159
JAX00287440	10	19.8092	37964050
JAX00287442	10	19.8095	37964847
JAX00287450	10	19.8173	37992096
JAX00287453	10	19.8185	37996232
JAX00287456	10	19.8226	38010277
JAX00016935	10	19.8268	38024999
JAX00287459	10	19.8272	38026184
JAX00287461	10	19.8351	38053738
JAX00287464	10	19.8355	38054924
JAX00287466	10	19.8358	38055989
JAX00195165	10	19.8367	38059157
JAX00016938	10	19.8370	38060453
JAX00287467	10	19.8419	38077439
JAX00287472	10	19.8584	38134585
JAX00016944	10	19.8592	38137111
JAX00287477	10	19.8626	38149190
JAX00016946	10	19.8706	38176766
JAX00287484	10	19.8735	38186829
JAX00287487	10	19.8802	38210144
JAX00016948	10	19.8832	38220392
JAX00016950	10	19.8834	38220980
JAX00287490	10	19.8900	38244077
JAX00287494	10	19.8924	38252338
JAX00287495	10	19.8924001	38252436
JAX00287496	10	19.8925	38252714
JAX00016956	10	19.9090	38309868
JAX00287502	10	19.9116	38318757
JAX00287503	10	19.9117	38319249
JAX00287504	10	19.9117001	38319344
JAX00287508	10	19.9219	38354730
JAX00287512	10	19.9277	38374846
JAX00016962	10	19.9295	38380924
JAX00016965	10	19.9391	38414068
JAX00016966	10	19.9573	38477404
JAX00016969	10	19.9619	38493389
JAX00016970	10	19.9620	38493407
JAX00287513	10	19.9620001	38493532
JAX00287514	10	19.9621	38493749
JAX00287523	10	19.9836	38568404
JAX00287527	10	19.9849	38572812
JAX00287530	10	19.9860	38576892
JAX00287536	10	19.9975	38616500
JAX00287538	10	19.9986	38620548
JAX00287539	10	20.0070	38649424
JAX00016982	10	20.0098	38659256
JAX00016983	10	20.0145	38675533
JAX00287548	10	20.0224	38702919
JAX00287549	10	20.0225	38703414
JAX00016985	10	20.0232	38705764
JAX00016986	10	20.0232001	38705786
JAX00287550	10	20.0232002	38705827
JAX00016987	10	20.0326	38738268
JAX00287558	10	20.0328	38739148
JAX00287560	10	20.0386	38759233
JAX00287561	10	20.0393	38761382
JAX00016991	10	20.0614	38784133
JAX00287566	10	20.0741	38792812
JAX00287568	10	20.0827	38798714
JAX00287571	10	20.0886	38802745
JAX00287575	10	20.1389	38837133
JAX00287583	10	20.2547	38916280
JAX00287584	10	20.2608	38920421
JAX00287587	10	20.2783	38932401
JAX00017003	10	20.2907	38940890
JAX00017004	10	20.2912	38941192
JAX00287589	10	20.3043	38950167
JAX00287592	10	20.3160	38958163
JAX00287602	10	20.4006	39015966
JAX00017008	10	20.4055	39019308
JAX00017009	10	20.4287	39035168
JAX00195189	10	20.4808	39070792
JAX00287608	10	20.4885	39076064
JAX00287609	10	20.4919	39078435
JAX00287611	10	20.5064	39088284
JAX00287613	10	20.5343	39107391
JAX00287615	10	20.5435	39113656
JAX00287621	10	20.5725	39133468
JAX00017022	10	20.6690	39199482
JAX00017025	10	20.6993	39220198
JAX00195195	10	20.7083	39226344
JAX00287638	10	20.7299	39241082
JAX00017026	10	20.7506	39255271
JAX00287645	10	20.7766	39273023
JAX00287648	10	20.7850	39278787
JAX00017031	10	20.8170	39300647
JAX00287651	10	20.8204	39302964
JAX00287652	10	20.8400	39316342
JAX00287654	10	20.8422	39317847
JAX00195198	10	20.9129	39366205
JAX00195199	10	20.9130	39366264
JAX00017035	10	20.9141	39367002
JAX00287659	10	20.9849	39415394
JAX00195200	10	20.9960	39423013
JAX00017041	10	21.0509	39460519
JAX00287663	10	21.0660	39470851
JAX00017044	10	21.1060	39498185
JAX00017048	10	21.1646	39538230
JAX00017050	10	21.2091	39568627
JAX00287671	10	21.2607	39603924
JAX00287674	10	21.2651	39606912
JAX00287675	10	21.2701	39610332
JAX00017056	10	21.3403	39658312
JAX00287691	10	21.3462	39662372
JAX00017062	10	21.4692	39746448
JAX00017064	10	21.4731	39749081
JAX00287699	10	21.4744	39749967
JAX00195207	10	21.5030	39769537
JAX00287702	10	21.5207	39781645
JAX00017070	10	21.5870	39827001
JAX00287712	10	21.6293	39855878
JAX00017078	10	21.7421	39932960
JAX00195212	10	21.8497	40006563
JAX00287725	10	21.9059	40044959
JAX00017088	10	21.9251	40058062
JAX00195214	10	21.9366	40065963
JAX00287728	10	21.9390	40067552
JAX00287731	10	21.9770	40105881
JAX00287733	10	21.9770001	40112933
JAX00287734	10	21.9770002	40127338
JAX00287737	10	21.9770003	40132904
JAX00287742	10	21.9770004	40174641
JAX00287746	10	21.9770005	40221858
JAX00287747	10	21.9770006	40231278
JAX00287752	10	21.9789	40260307
JAX00287753	10	21.9813	40269473
JAX00287755	10	21.9824	40273724
JAX00287757	10	21.9837	40278570
JAX00017107	10	21.9971	40328341
JAX00287773	10	22.0067	40364382
JAX00017115	10	22.0226	40423623
JAX00287784	10	22.0237	40427561
JAX00287786	10	22.0250	40432399
JAX00287792	10	22.0286	40445875
JAX00287797	10	22.0301	40451478
JAX00287805	10	22.0413	40493513
JAX00287806	10	22.0414	40493629
JAX00017121	10	22.0431	40500192
JAX00287808	10	22.0462	40511732
JAX00287812	10	22.0488	40521286
JAX00287813	10	22.0493	40523184
JAX00287814	10	22.0495	40524003
JAX00017122	10	22.0513	40530799
JAX00287817	10	22.0605	40564895
JAX00287822	10	22.0651	40582344
JAX00287830	10	22.0723	40609247
JAX00287831	10	22.0736	40613985
JAX00287834	10	22.0743	40616535
JAX00017129	10	22.0744	40616801
JAX00195223	10	22.0770	40626468
JAX00287836	10	22.0782	40631293
JAX00017130	10	22.0792	40634829
JAX00017131	10	22.0800	40649589
JAX00017132	10	22.0800001	40655395
JAX00287842	10	22.0800002	40673155
JAX00287845	10	22.0800003	40698335
JAX00017135	10	22.0800004	40704469
JAX00287850	10	22.0800005	40705340
JAX00195226	10	22.0800006	40714195
JAX00195227	10	22.0800007	40714254
JAX00287853	10	22.0800008	40733447
JAX00287855	10	22.0800009	40751067
JAX00287856	10	22.080001	40754181
JAX00287858	10	22.0800011	40766529
JAX00017140	10	22.0800012	40772142
JAX00287860	10	22.0800013	40790434
JAX00287861	10	22.0800014	40790863
JAX00287862	10	22.0800015	40791556
JAX00017143	10	22.0800016	40808180
JAX00017144	10	22.0800017	40808328
JAX00287865	10	22.0800018	40843962
JAX00287867	10	22.0800019	40876948
JAX00017148	10	22.080002	40878628
JAX00287869	10	22.0800021	40891358
JAX00287871	10	22.0800022	40901629
JAX00287873	10	22.0879	40916862
JAX00287874	10	22.0899	40918542
JAX00287875	10	22.0929	40921152
JAX00287884	10	22.2313	41040680
JAX00195235	10	22.2455	41052936
JAX00287887	10	22.2457	41053123
JAX00017162	10	22.2654	41070123
JAX00017163	10	22.2655	41070204
JAX00287890	10	22.2784	41081383
JAX00287894	10	22.3270	41123382
JAX00195238	10	22.3800	41169145
JAX00017170	10	22.3874	41175489
JAX00287903	10	22.4569	41235524
JAX00287905	10	22.4660	41243455
JAX00287907	10	22.4914	41265398
JAX00017177	10	22.4930	41266751
JAX00195240	10	22.4968	41270005
JAX00287910	10	22.5132	41284233
JAX00287911	10	22.5165	41287067
JAX00287913	10	22.5285	41297398
JAX00287915	10	22.5336	41301853
JAX00287916	10	22.5515	41317264
JAX00287920	10	22.5759	41338318
JAX00287921	10	22.5759001	41338374
JAX00287922	10	22.5869	41347886
JAX00287928	10	22.6356	41389906
JAX00287929	10	22.6357	41389995
JAX00287930	10	22.6361	41390323
JAX00287932	10	22.6461	41398963
JAX00287936	10	22.6737	41422840
JAX00287938	10	22.6845	41432107
JAX00287939	10	22.6874	41434639
JAX00287941	10	22.7032	41448332
JAX00287946	10	22.7181	41461183
JAX00017196	10	22.7742	41509597
JAX00017201	10	22.7750	41565642
JAX00287969	10	22.7750001	41633349
JAX00017206	10	22.7750002	41645718
JAX00017207	10	22.7750003	41646441
JAX00287973	10	22.7750004	41647915
JAX00287974	10	22.7750005	41659621
JAX00287975	10	22.7750006	41667858
JAX00195246	10	22.7750007	41686621
JAX00287983	10	22.7750008	41700422
JAX00017210	10	22.7750009	41716687
JAX00287989	10	22.775001	41727916
JAX00287994	10	22.7750011	41735080
JAX00017212	10	22.7750012	41738279
JAX00017213	10	22.7750013	41744422
JAX00287997	10	22.7750014	41747722
JAX00287998	10	22.7750015	41750428
JAX00287999	10	22.7750016	41751013
JAX00288003	10	22.7750017	41785805
JAX00288006	10	22.7750018	41789300
JAX00288011	10	22.7750019	41800268
JAX00288013	10	22.775002	41801220
JAX00017218	10	22.7750021	41804199
JAX00288014	10	22.7750022	41804287
JAX00017219	10	22.7750023	41809586
JAX00288016	10	22.7750024	41848479
JAX00288019	10	22.7750025	41851713
JAX00195248	10	22.7750026	41853459
JAX00288020	10	22.7750027	41858407
JAX00017222	10	22.7750028	41859946
JAX00288024	10	22.7750029	41866763
JAX00017225	10	22.7838	41897996
JAX00288034	10	22.7991	41919812
JAX00017227	10	22.8080	41932393
JAX00017228	10	22.8082	41932691
JAX00288044	10	22.8216	41951811
JAX00288053	10	22.8387	41976049
JAX00288055	10	22.8431	41982419
JAX00017232	10	22.8431001	41982433
JAX00288056	10	22.8432	41982583
JAX00288058	10	22.8433	41982687
JAX00017233	10	22.8586	42004416
JAX00288067	10	22.8866	42044343
JAX00288069	10	22.8910	42058815
JAX00017237	10	22.8910001	42059304
JAX00017238	10	22.8910002	42060126
JAX00288072	10	22.8910003	42070993
JAX00288075	10	22.8910004	42073390
JAX00288079	10	22.8910005	42116288
JAX00288083	10	22.8910006	42147078
JAX00017243	10	22.8910007	42148471
JAX00017244	10	22.8910008	42148541
JAX00288088	10	22.8910009	42196710
JAX00288090	10	22.891001	42197983
JAX00195254	10	22.8910011	42215596
JAX00017248	10	22.8910012	42215733
JAX00288093	10	22.8910013	42236673
JAX00288095	10	22.8910014	42239681
JAX00288096	10	22.8910015	42242798
JAX00288101	10	22.8910016	42257708
JAX00017253	10	22.8910017	42259992
JAX00195255	10	22.8910018	42262536
JAX00017256	10	22.8910019	42293989
JAX00288108	10	22.891002	42349177
JAX00288110	10	22.8910021	42384593
JAX00195259	10	22.8910022	42392273
JAX00017264	10	22.8910023	42401614
JAX00288116	10	22.8910024	42415253
JAX00288119	10	22.8910025	42427697
JAX00288126	10	22.8910026	42504472
JAX00288127	10	22.8910027	42505238
JAX00288128	10	22.8910028	42505398
JAX00288130	10	22.8910029	42520683
JAX00017275	10	22.891003	42576605
JAX00017277	10	22.8910031	42579701
JAX00017279	10	22.8910032	42619003
JAX00288141	10	22.8910033	42624963
JAX00288142	10	22.8910034	42627624
JAX00288145	10	22.8910035	42651206
JAX00017281	10	22.8910036	42653404
JAX00017282	10	22.8910037	42653606
JAX00288149	10	22.8910038	42658338
JAX00288150	10	22.8910039	42676432
JAX00288155	10	22.891004	42699936
JAX00288156	10	22.8910041	42703215
JAX00017287	10	22.8910042	42738020
JAX00288163	10	22.8910043	42742544
JAX00195269	10	22.8910044	42747642
JAX00195270	10	22.8910045	42747817
JAX00288168	10	22.8910046	42775413
JAX00288176	10	22.8910047	42821299
JAX00288177	10	22.8910048	42821581
JAX00017295	10	22.8910049	42827347
JAX00195273	10	22.891005	42845662
JAX00288183	10	22.8910051	42854880
JAX00288184	10	22.8910052	42855739
JAX00017306	10	22.9263	42980621
JAX00017307	10	22.9265	42981139
JAX00288198	10	22.9327	42999010
JAX00288204	10	22.9395	43018697
JAX00288207	10	22.9447	43033557
JAX00288208	10	22.9452	43035214
JAX00288209	10	22.9462	43037970
JAX00288211	10	22.9522	43055124
JAX00288218	10	22.9595	43076399
JAX00288220	10	22.9643	43090178
JAX00017314	10	22.9666	43096587
JAX00288224	10	22.9667	43097038
JAX00017315	10	22.9690	43103531
JAX00195275	10	22.9712	43109872
JAX00288225	10	22.9722	43112820
JAX00288227	10	22.9725	43113656
JAX00288233	10	22.9925	43171330
JAX00288238	10	22.9960	43181232
JAX00288240	10	22.9964	43182604
JAX00288241	10	22.9965	43182831
JAX00288243	10	22.9993	43190868
JAX00017322	10	23.0020	43198639
JAX00288250	10	23.0044	43205486
JAX00017325	10	23.0070	43222366
JAX00195279	10	23.0070001	43226869
JAX00288252	10	23.0070002	43238546
JAX00017326	10	23.0070003	43259760
JAX00288256	10	23.0070004	43274181
JAX00288259	10	23.0070005	43302668
JAX00288260	10	23.0070006	43307562
JAX00017333	10	23.0070007	43324397
JAX00288264	10	23.0070008	43325515
JAX00288265	10	23.0070009	43325704
JAX00288266	10	23.007001	43327067
JAX00288268	10	23.0070011	43329524
JAX00288270	10	23.0070012	43339329
JAX00288271	10	23.0070013	43346395
JAX00288277	10	23.0071	43356108
JAX00288278	10	23.0111	43365413
JAX00288279	10	23.0136	43371085
JAX00017335	10	23.0175	43380355
JAX00017336	10	23.0184	43382450
JAX00288281	10	23.0192	43384135
JAX00288283	10	23.0265	43401148
JAX00288286	10	23.0324	43414908
JAX00017338	10	23.0353	43421579
JAX00017339	10	23.0353001	43421605
JAX00288289	10	23.0368	43425183
JAX00288291	10	23.0503	43456611
JAX00288292	10	23.0504	43456887
JAX00288303	10	23.0855	43538520
JAX00017350	10	23.0964	43564059
JAX00017351	10	23.0964001	43564088
JAX00288308	10	23.1091	43593607
JAX00017352	10	23.1095	43594533
JAX00288309	10	23.1118	43599726
JAX00017356	10	23.1378	43658103
JAX00017357	10	23.1389	43660669
JAX00017361	10	23.1603	43707365
JAX00288323	10	23.1799	43750024
JAX00288324	10	23.1826	43755806
JAX00288331	10	23.2024	43799115
JAX00288332	10	23.2025	43799279
JAX00288334	10	23.2054	43805553
JAX00017373	10	23.2268	43852237
JAX00195294	10	23.2315	43862513
JAX00288349	10	23.2380	43876924
JAX00288353	10	23.2380001	43983417
JAX00017385	10	23.2380002	44034729
JAX00017387	10	23.2380003	44057851
JAX00017388	10	23.2380004	44064802
JAX00288365	10	23.2380005	44069753
JAX00288366	10	23.2380006	44070460
JAX00288372	10	23.2380007	44076183
JAX00288376	10	23.2380008	44088359
JAX00288377	10	23.2380009	44088517
JAX00017389	10	23.238001	44098448
JAX00017390	10	23.2380011	44100992
JAX00017392	10	23.2380012	44125036
JAX00017394	10	23.2380013	44141165
JAX00288384	10	23.2380014	44165952
JAX00288385	10	23.2380015	44166359
JAX00017396	10	23.2380016	44182630
JAX00288387	10	23.2380017	44192318
JAX00288390	10	23.2380018	44199328
JAX00195302	10	23.2380019	44205372
JAX00288396	10	23.238002	44229017
JAX00288397	10	23.2380021	44236898
JAX00288399	10	23.2380022	44255079
JAX00017401	10	23.2380023	44258481
JAX00288400	10	23.2380024	44263169
JAX00017403	10	23.2380025	44266804
JAX00288405	10	23.2380026	44276760
JAX00288406	10	23.2380027	44277382
JAX00288410	10	23.2380028	44327076
JAX00017408	10	23.2380029	44338702
JAX00288420	10	23.238003	44361884
JAX00288421	10	23.2380031	44366053
JAX00288426	10	23.2380032	44387590
JAX00288427	10	23.2380033	44388281
JAX00288429	10	23.2380034	44411172
JAX00288431	10	23.2380035	44418363
JAX00288434	10	23.2380036	44444375
JAX00195308	10	23.2380037	44446209
JAX00288435	10	23.2380038	44450622
JAX00017416	10	23.2380039	44455253
JAX00288439	10	23.238004	44479248
JAX00017419	10	23.2380041	44497191
JAX00017421	10	23.2380042	44497380
JAX00288442	10	23.2380043	44516196
JAX00288444	10	23.2380044	44526414
JAX00288445	10	23.2380045	44527604
JAX00288446	10	23.2380046	44528153
JAX00288451	10	23.2380047	44551009
JAX00288455	10	23.2380048	44577777
JAX00288456	10	23.2380049	44577879
JAX00017426	10	23.238005	44578376
JAX00017427	10	23.2380051	44584649
JAX00288458	10	23.2380052	44602190
JAX00288460	10	23.2380053	44608368
JAX00017430	10	23.2380054	44621203
JAX00288465	10	23.2380055	44621635
JAX00288473	10	23.2380056	44658258
JAX00017432	10	23.2380057	44659139
JAX00195314	10	23.2380058	44664257
JAX00195315	10	23.2380059	44664344
JAX00288483	10	23.238006	44711960
